,x0,x1,x2,x3,x4,x5,x6,x7,x8,y
0,0.8788662571520001,0.0743821054692,0.6781178489219999,6.0,1.0,0.616408972682,1.0,0.640968500664,0.603149568855,1.4037952383899999
1,0.786210311189,0.731166335659,0.300038921211,8.0,6.0,0.196483370491,1.0,0.0294403653944,0.32196367015099997,1.4272321326700002
2,0.27169954318100004,0.139232372073,0.0797312706378,7.0,5.0,0.874134902459,1.0,0.720054220005,0.6426698921399999,0.569813137649
3,0.6868745125040001,0.23166608931699997,0.572522771017,3.0,0.0,0.873218974199,1.0,0.965356816657,1.00423513227,1.20894262178
4,0.9703289820309999,0.5460174886270001,0.963756569969,6.0,7.0,1.0022421846,1.0,0.881175378918,0.9519195904359999,2.8324955363099997
5,0.45557300281400004,0.45727036986,0.6879381055760001,6.0,2.0,0.8179728509299999,1.0,0.5086725712960001,0.22874332419100002,0.8491708843000001
6,0.7057016387809999,0.353740214395,0.210857215424,2.0,5.0,0.1383152856,1.0,0.8088017826270001,0.68906167439,1.5496371557100002
7,0.890946265092,0.830651173159,0.41281846319399995,6.0,5.0,0.818191269623,0.0,0.373027856782,0.5454312824140001,1.5209589855
8,1.0018952798,0.512807754246,0.278047834186,15.0,5.0,0.44844851319300005,1.0,0.5206515248579999,0.27917895197,2.62673659166
9,0.586802899144,0.341805927975,0.269169000975,3.0,2.0,0.7051686915629999,1.0,0.25460941679,0.331992380389,0.48880458248
10,0.300701658863,0.237832053772,0.533014617877,7.0,4.0,0.423870649956,1.0,0.15105406635500002,0.24389597371999996,0.5852240517239999
11,0.7908439474310001,0.169390448385,0.37059849334,12.0,1.0,0.262684861541,1.0,0.894947334146,0.37557553206200006,1.7134315063699999
12,0.339650606863,0.930100409302,0.502760205217,2.0,5.0,0.8498790632269999,1.0,0.9441452106139999,0.9902936413590001,2.08257713524
13,0.485803085714,0.517423661527,0.243048295033,7.0,3.0,1.01765830378,0.0,0.987486859437,0.474738457664,1.3159766425100001
14,0.809747631399,0.499946969699,0.225806326908,16.0,3.0,0.694245624342,1.0,0.723335238106,0.8249674213860001,2.67861447283
15,0.403600559772,0.304654187683,0.499891967448,14.0,1.0,0.632409642979,0.0,0.15126696283299998,0.524917121497,0.927961264389
16,0.0507971947826,0.5290036128260001,0.260553241199,13.0,5.0,0.287788825444,0.0,0.243285338955,0.703745660494,0.799217385999
17,0.855796403747,0.624102220331,0.15674586889,10.0,8.0,0.415602934548,1.0,0.253514647691,0.354165298258,1.8642494129799998
18,0.250709340742,0.048439668118000004,0.08868359672710001,5.0,6.0,0.9630964348819999,1.0,0.187435992997,0.22963606375999998,0.446330852661
